caseid,sct,led,term,chief,value,mow,courtmedianqmi,firsthub,outdeg,year,complexity,mowideology,concurrences,varcourtqmi,conc,dissents,stat,totalac,nyt,legalsalience,source,unan,post1989
"350/0124","076/0232","100/0133",1955,"warren","economic activity","BURT",.679,2.9152,8,1956,-.152566,1.245,0,3.07759,0,4,1,1,"not nyt p1 story when decision came down","No","2C",0,0
"350/0148","076/0219","100/0149",1955,"warren","criminal procedure","CLK",.679,.1362,5,1956,-.152566,.068,1,3.07759,1,0,1,0,"not nyt p1 story when decision came down","No","7C",1,0
"350/0155","076/0227","100/0166",1955,"warren","federalism","MINT",.679,.0512,2,1956,.228617,.888,0,3.07759,0,0,1,0,"not nyt p1 story when decision came down","No","MA",1,0
"350/0162","076/0244","100/0173",1955,"warren","judicial power","HAR",.679,2.1452,4,1956,-.152566,1.089,1,3.07759,1,3,0,0,"not nyt p1 story when decision came down","No","DUT",0,0
"350/0179","076/0281","100/0185",1955,"warren","civil rights","FRK",.679,4.0909,19,1956,-.152566,.679,2,3.07759,1,0,0,0,"not nyt p1 story when decision came down","No","2C",1,0
"350/0198","076/0273","100/0199",1955,"warren","economic activity","DOUG",.679,2.7904,13,1956,-.152566,-3.921,0,3.07759,0,3,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"350/0214","076/0292","100/0233",1955,"warren","criminal procedure","DOUG",.679,1.4501,9,1956,-.152566,-3.921,0,3.07759,0,4,1,0,"not nyt p1 story when decision came down","No","10C",0,0
"350/0222","076/0259","100/0240",1955,"warren","due process","DOUG",.679,7.0453,23,1956,-.152566,-3.921,0,3.07759,0,4,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"350/0247","076/0330","100/0267",1955,"warren","unions","WAR",.679,.0428,1,1956,-.152566,-1.04,0,3.07759,0,0,1,0,"p1 nyt story when case decided","No","6C",1,0
"350/0260","076/0337","100/0282",1955,"warren","unions","WAR",.679,0,1,1956,-.152566,-1.04,0,3.07759,0,0,1,0,"p1 nyt story when case decided","No","9C",1,0
"350/0264","076/0383","100/0285",1955,"warren","unions","FRK",.3735,.4723,4,1956,-.152566,.679,0,3.249846,0,0,0,1,"not nyt p1 story when decision came down","No","6C",1,0
"350/0270","076/0349","100/0309",1955,"warren","unions","BURT",.679,1.4744,12,1956,-.152566,1.245,0,3.07759,0,3,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"350/0299","076/0400","100/0335",1955,"warren","unions","CLK",.3735,0,0,1956,-.152566,.068,0,3.249846,0,0,1,1,"not nyt p1 story when decision came down","No","2C",1,0
"350/0308","076/0395","100/0347",1955,"warren","federal taxation","CLK",.3735,.1747,8,1956,-.152566,.068,0,3.249846,0,1,1,0,"not nyt p1 story when decision came down","No","9C",0,0
"350/0318","076/0386","100/0364",1955,"warren","economic activity","MINT",.3735,.8121,9,1956,-.152566,.888,0,3.249846,0,3,1,1,"not nyt p1 story when decision came down","No","5C",0,0
"350/0332","076/0373","100/0373",1955,"warren","economic activity","HAR",.679,.7756,6,1956,-.152566,1.089,0,3.07759,0,0,0,1,"not nyt p1 story when decision came down","No","3C",1,0
"350/0348","076/0368","100/0388",1955,"warren","economic activity","HAR",.679,.2021,2,1956,-.152566,1.089,0,3.07759,0,0,0,0,"not nyt p1 story when decision came down","No","DCC",1,0
"350/0359","076/0406","100/0397",1955,"warren","criminal procedure","BLC",.679,1.5008,11,1956,-.152566,-1.858,1,3.756247,1,0,0,0,"not nyt p1 story when decision came down","No","2C",1,0
"350/0366","076/0410","100/0412",1955,"warren","criminal procedure","FRK",.3735,0,0,1956,.228617,.679,0,3.249846,0,0,0,0,"not nyt p1 story when decision came down","No","8C",1,0
"350/0377","076/0425","100/0435",1955,"warren","criminal procedure","MINT",.679,.00161,1,1956,-.533749,.888,0,3.703962,0,0,0,0,"not nyt p1 story when decision came down","No","9C",1,0
"350/0383","076/0416","100/0441",1955,"warren","federal taxation","HAR",.679,.8831,9,1956,-.152566,1.089,0,3.07759,0,0,1,1,"not nyt p1 story when decision came down","No","9C",1,0
"350/0399","076/0456","100/0474",1955,"warren","criminal procedure","BLC",.3735,.7824,8,1956,-.152566,-1.858,1,3.249846,1,0,1,0,"not nyt p1 story when decision came down","No","DCC",1,0
"350/0415","076/0522","100/0494",1955,"warren","criminal procedure","REED",.679,1.2491,10,1956,-.152566,1.042,0,3.07759,0,3,1,0,"not nyt p1 story when decision came down","No","SDIL",0,0
"350/0422","076/0497","100/0511",1955,"warren","criminal procedure","FRK",.679,12.2917,33,1956,.228617,.679,1,3.07759,1,2,0,1,"p1 nyt story when case decided","No","2C",0,0
"350/0456","076/0493","100/0545",1955,"warren","federal taxation","FRK",.679,0,0,1956,-.152566,.679,0,3.07759,0,0,1,0,"not nyt p1 story when decision came down","No","2C",1,0
"350/0462","076/0516","100/0550",1955,"warren","economic activity","DOUG",.3735,.1684,3,1956,-.152566,-3.921,0,3.249846,0,2,1,0,"not nyt p1 story when decision came down","No","2C",0,0
"350/0473","076/0527","100/0565",1955,"warren","unions","DOUG",.679,.3772,3,1956,-.152566,-3.921,0,3.07759,0,0,1,2,"not nyt p1 story when decision came down","No","5C",1,0
"350/0485","076/0491","100/0577",1955,"warren","judicial power","MINT",.679,0,0,1956,-.152566,.888,0,3.07759,0,0,0,0,"not nyt p1 story when decision came down","No","NDIL",1,0
"350/0497","076/0477","100/0640",1955,"warren","first amendment","WAR",.679,9.853101,16,1956,.7108645,-1.04,0,3.07759,0,3,1,7,"p1 nyt story when case decided","No","PA",0,0
"350/0523","076/0608","100/0668",1955,"warren","economic activity","BLC",.478,.109,10,1956,-.152566,-1.858,0,3.39282,0,3,1,0,"not nyt p1 story when decision came down","No","2C",0,0
"350/0528","076/0582","100/0672",1955,"warren","economic activity","FRK",.679,2.0042,3,1956,-.152566,.679,0,3.07759,0,0,0,0,"not nyt p1 story when decision came down","No","AZ",1,0
"350/0532","076/0617","100/0676",1955,"warren","economic activity","DOUG",.679,.4898,9,1956,-.533749,-3.921,0,3.07759,0,0,0,0,"not nyt p1 story when decision came down","No","2C",1,0
"350/0537","076/0621","100/0681",1955,"warren","economic activity","BURT",.3735,1.0392,7,1956,-.152566,1.245,1,3.249846,1,2,0,0,"not nyt p1 story when decision came down","No","NY",0,0
"350/0551","076/0637","100/0692",1955,"warren","first amendment","CLK",.679,5.2016,13,1956,.7108645,.068,2,3.07759,1,4,0,1,"p1 nyt story when case decided","Yes","NY",0,0
"351/0012","076/0585","100/0891",1955,"warren","civil rights","BLC",.679,6.4203,18,1956,.228617,-1.858,1,3.07759,1,4,0,0,"not nyt p1 story when decision came down","Yes","IL",0,0
"351/0040","076/0569","100/0910",1955,"warren","judicial power","DOUG",.679,1.4448,5,1956,-.152566,-3.921,0,3.07759,0,1,0,0,"not nyt p1 story when decision came down","No","SDTX",0,0
"351/0049","076/0574","100/0917",1955,"warren","economic activity","DOUG",.679,.3222,9,1956,-.152566,-3.921,0,3.07759,0,4,0,0,"not nyt p1 story when decision came down","No","SDTX",0,0
"351/0056","076/0578","100/0934",1955,"warren","economic activity","DOUG",.679,.4863,5,1956,-.152566,-3.921,0,3.07759,0,0,0,0,"not nyt p1 story when decision came down","No","SDTX",1,0
"351/0062","076/0559","100/0941",1955,"warren","federalism","BURT",.3735,.943,8,1956,-.152566,1.245,0,3.249846,0,1,1,1,"not nyt p1 story when decision came down","No","LA",0,0
"351/0079","076/0600","100/0953",1955,"warren","economic activity","MINT",.679,1.2378,6,1956,-.152566,.888,0,3.07759,0,2,0,0,"not nyt p1 story when decision came down","No","DCC",0,0
"351/0091","076/0671","100/0964",1955,"warren","civil rights","WAR",.3735,1.1925,7,1956,-.152566,-1.04,0,3.249846,0,3,1,0,"not nyt p1 story when decision came down","No","2C",0,0
"351/0105","076/0679","100/0975",1955,"warren","unions","REED",.3735,.1727,3,1956,-.152566,1.042,0,3.249846,0,0,0,0,"not nyt p1 story when decision came down","No","6C",1,0
"351/0115","076/0663","100/1003",1955,"warren","first amendment","FRK",.679,.3063,2,1956,-.152566,.679,0,3.07759,0,3,1,4,"not nyt p1 story when decision came down","No","DCC",0,0
"351/0131","076/0685","100/1013",1955,"warren","criminal procedure","HAR",.679,2.2346,11,1956,-.152566,1.089,0,3.07759,0,2,1,0,"not nyt p1 story when decision came down","No","8C",0,0
"351/0141","076/0724","100/1021",1955,"warren","due process","WAR",.679,.0346,1,1956,-.152566,-1.04,0,3.07759,0,1,0,1,"not nyt p1 story when decision came down","Yes","NY",0,0
"351/0149","076/0753","100/1027",1955,"warren","unions","BLC",.679,.0526,2,1956,-.152566,-1.858,0,3.07759,0,3,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"351/0159","076/0728","100/1055",1955,"warren","economic activity","REED",.679,.9965,12,1956,-.152566,1.042,1,3.07759,1,2,0,1,"not nyt p1 story when decision came down","No","5C",0,0
"351/0173","076/0745","100/1065",1955,"warren","economic activity","CLK",.679,.02,2,1956,-.152566,.068,0,3.07759,0,0,1,0,"not nyt p1 story when decision came down","No","10C",1,0
"351/0192","076/0763","100/1081",1955,"warren","economic activity","REED",.679,3.8426,18,1956,1.092047,1.042,1,3.07759,1,2,0,0,"not nyt p1 story when decision came down","No","DCC",0,0
"351/0215","076/0739","100/1097",1955,"warren","first amendment","REED",.679,.1406,7,1956,-.152566,1.042,0,3.07759,0,3,1,0,"not nyt p1 story when decision came down","No","3C",0,0
"351/0225","076/0714","100/1112",1955,"warren","unions","DOUG",.679,12.4346,20,1956,1.372166,-3.921,1,3.07759,1,0,0,17,"p1 nyt story when case decided","No","NB",1,0
"351/0243","076/0800","100/1142",1955,"warren","federal taxation","BLC",.679,.0542,8,1956,-.152566,-1.858,2,3.07759,1,2,1,0,"not nyt p1 story when decision came down","No","3C",0,0
"351/0253","076/0814","100/1151",1955,"warren","economic activity","FRK",.679,.9273,5,1956,-.152566,.679,0,3.07759,0,4,1,2,"not nyt p1 story when decision came down","No","NB",0,0
"351/0266","076/0794","100/1162",1955,"warren","federalism","REED",.679,5.3871,13,1956,-.152566,1.042,0,3.07759,0,3,1,3,"not nyt p1 story when decision came down","No","WI",0,0
"351/0277","076/0806","100/1178",1955,"warren","judicial power","BURT",.679,3.6183,13,1956,-.533749,1.245,0,3.07759,0,4,0,0,"not nyt p1 story when decision came down","No","FL",0,0
"351/0292","076/0824","100/1188",1955,"warren","judicial power","CLK",.679,4.6649,16,1956,-.533749,.068,1,3.07759,1,3,0,3,"not nyt p1 story when decision came down","No","CA",0,0
"351/0305","076/0937","100/1209",1955,"warren","economic activity","WAR",.679,5.556,9,1956,-.152566,-1.04,0,3.07759,0,3,1,0,"not nyt p1 story when decision came down","No","SDNY",0,0
"351/0321","076/0982","100/1220",1955,"warren","economic activity","BLC",.679,4.2543,10,1956,-.533749,-1.858,0,3.07759,0,2,0,0,"not nyt p1 story when decision came down","No","DNB",0,0
"351/0345","076/0919","100/1242",1955,"warren","civil rights","REED",.679,1.4026,24,1956,-.152566,1.042,0,3.07759,0,4,0,1,"not nyt p1 story when decision came down","No","9C",0,0
"351/0377","076/0994","100/1264",1955,"warren","economic activity","REED",.679,12.4353,28,1956,-.152566,1.042,1,3.756247,1,3,1,0,"not nyt p1 story when decision came down","No","DDE",0,0
"351/0427","076/0895","100/1297",1955,"warren","judicial power","BURT",.679,.6794,14,1956,-.152566,1.245,2,3.07759,1,0,1,0,"not nyt p1 story when decision came down","No","7C",1,0
"351/0445","076/0904","100/1311",1955,"warren","judicial power","BURT",.679,.0294,5,1956,-.152566,1.245,0,3.07759,0,2,1,0,"not nyt p1 story when decision came down","No","3C",0,0
"351/0454","076/0965","100/1331",1955,"warren","criminal procedure","BURT",.679,.634,5,1956,-.152566,1.245,0,3.07759,0,3,0,0,"not nyt p1 story when decision came down","No","3C",0,0
"351/0470","076/0886","100/1342",1955,"warren","civil rights","CLK",.478,3.7335,13,1956,.228617,.068,0,3.39282,0,3,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"351/0487","076/0880","100/1352",1955,"warren","civil rights","CLK",.478,.0118,4,1956,.6098,.068,0,3.39282,0,3,0,0,"not nyt p1 story when decision came down","No","DDC",0,0
"351/0493","076/0952","100/1357",1955,"warren","economic activity","MINT",.679,2.3949,7,1956,.228617,.888,1,3.07759,1,2,1,0,"not nyt p1 story when decision came down","No","CA",0,0
"351/0502","076/0958","100/1366",1955,"warren","economic activity","MINT",.679,2.2537,7,1956,-.152566,.888,0,3.07759,0,4,1,0,"not nyt p1 story when decision came down","No","3C",0,0
"351/0513","076/0912","100/1377",1955,"warren","judicial power","HAR",.679,.358,9,1956,.3296815,1.089,0,3.07759,0,4,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"351/0525","076/0946","100/1387",1955,"warren","economic activity","HAR",.679,.3908,11,1956,-.152566,1.089,1,3.07759,1,0,1,0,"not nyt p1 story when decision came down","No","2C",1,0
"351/0536","076/0861","100/1396",1955,"warren","first amendment","HAR",.679,.0258,2,1956,.6098,1.089,0,3.07759,0,3,1,0,"p1 nyt story when case decided","No","DCC",0,0
"351/0570","076/0974","100/1415",1955,"warren","economic activity","HAR",.679,1.1065,14,1956,-.152566,1.089,2,3.07759,1,0,1,5,"not nyt p1 story when decision came down","No","9C",1,0
"352/0029","077/0119","001/0093",1956,"warren","federalism","FRK",.254,1.2514,5,1956,-.533749,.874,0,3.476151,0,2,0,0,"not nyt p1 story when decision came down","No","3C",0,0
"352/0036","077/0116","001/0099",1956,"warren","judicial power","DOUG",-.591,.2965,4,1956,-.152566,-4.31,0,3.942873,0,0,0,0,"not nyt p1 story when decision came down","No","NY",1,0
"352/0040","077/0106","001/0102",1956,"warren","economic activity","CLK",.541,0,1,1956,-.152566,.254,0,3.967144,0,3,0,0,"not nyt p1 story when decision came down","No","CTCL",0,0
"352/0059","077/0161","001/0126",1956,"warren","judicial power","HAR",.254,2.4159,13,1956,.228617,1.304,0,4.349919,0,1,0,0,"not nyt p1 story when decision came down","No","CTCL",0,0
"352/0077","077/0172","001/0140",1956,"warren","judicial power","HAR",.254,.2763,2,1956,.228617,1.304,0,4.349919,0,1,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"352/0082","077/0175","001/0144",1956,"warren","federal taxation","BRN",.254,.2396,10,1956,-.152566,-.591,0,3.476151,0,1,1,0,"not nyt p1 story when decision came down","No","8C",0,0
"352/0103","077/0195","001/0171",1956,"warren","due process","WAR",.254,.0862,4,1956,.6098,-1.202,0,3.476151,0,0,0,0,"not nyt p1 story when decision came down","No","NY",1,0
"352/0112","077/0200","001/0178",1956,"warren","due process","BLC",.541,2.8659,12,1956,-.152566,-2.038,0,3.967144,0,2,0,0,"not nyt p1 story when decision came down","Yes","KS",0,0
"352/0128","077/0186","001/0189",1956,"warren","economic activity","DOUG",.254,.1437,1,1956,-.152566,-4.31,1,3.476151,1,4,1,0,"not nyt p1 story when decision came down","No","1C",0,0
"352/0145","077/0154","001/0201",1956,"warren","judicial power","DOUG",.254,.007,3,1956,-.152566,-4.31,0,3.476151,0,0,0,0,"not nyt p1 story when decision came down","No","DCC",1,0
"352/0153","077/0159","001/0207",1956,"warren","judicial power","DOUG",.254,.00151,2,1956,-.152566,-4.31,1,3.476151,1,0,0,0,"p1 nyt story when case decided","No","6C",1,0
"352/0158","077/0241","001/0211",1956,"warren","economic activity","REED",.541,.4751,10,1956,-.152566,.828,0,3.967144,0,2,1,0,"not nyt p1 story when decision came down","No","DDC",0,0
"352/0180","077/0252","001/0225",1956,"warren","civil rights","CLK",.254,.4259,5,1956,1.092047,.254,0,3.476151,0,0,1,0,"not nyt p1 story when decision came down","No","DCC",1,0
"352/0191","077/0281","001/0246",1956,"warren","criminal procedure","WAR",.254,1.5506,10,1957,-.152566,-1.202,2,3.476151,1,3,0,0,"not nyt p1 story when decision came down","No","AL",0,0
"352/0202","077/0275","001/0254",1956,"warren","civil rights","BLC",.254,.2491,3,1957,-.152566,-2.038,0,3.476151,0,3,0,0,"not nyt p1 story when decision came down","No","9C",0,0
"352/0212","077/0303","001/0261",1956,"warren","economic activity","REED",.254,3.3255,8,1957,.7108645,.828,0,3.476151,0,0,1,0,"not nyt p1 story when decision came down","No","SDFL",1,0
"352/0220","077/0287","001/0267",1956,"warren","judicial power","FRK",.254,3.1707,13,1957,-.152566,.874,0,3.476151,0,1,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"352/0232","077/0294","001/0278",1956,"warren","criminal procedure","BURT",.254,.5633,8,1957,-.533749,1.242,0,3.476151,0,4,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"352/0249","077/0309","001/0290",1956,"warren","judicial power","CLK",.254,.4388,8,1957,-.152566,.254,0,3.476151,0,4,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"352/0270","077/0269","001/0306",1956,"warren","judicial power","CLK",.254,.0612,4,1957,-.152566,.254,0,3.476151,0,3,1,0,"not nyt p1 story when decision came down","No","CTCL",0,0
"352/0282","077/0330","001/0331",1956,"warren","unions","WAR",.541,.1468,5,1957,-.152566,-1.202,0,3.967144,0,2,1,0,"p1 nyt story when case decided","No","8C",0,0
"352/0306","077/0343","001/0347",1956,"warren","federal taxation","BLC",.254,0,0,1957,-.152566,-2.038,1,3.476151,1,0,1,0,"not nyt p1 story when decision came down","No","CTCL",1,0
"352/0313","077/0347","001/0352",1956,"warren","federal taxation","BLC",.254,.0000239,1,1957,-.152566,-2.038,1,3.476151,1,0,1,0,"not nyt p1 story when decision came down","No","2C",1,0
"352/0315","077/0374","001/0354",1956,"warren","economic activity","BLC",.254,.3626,8,1957,-.152566,-2.038,0,3.476151,0,2,1,0,"not nyt p1 story when decision came down","No","9C",0,0
"352/0322","077/0403","001/0370",1956,"warren","criminal procedure","WAR",.541,.2966,12,1957,-.152566,-1.202,0,3.543821,0,1,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"352/0330","077/0510","001/0376",1956,"warren","criminal procedure","REED",.254,5.6013,26,1957,.228617,.828,2,3.476151,1,4,1,0,"not nyt p1 story when decision came down","No","OH",0,0
"352/0354","077/0481","001/0393",1956,"warren","criminal procedure","REED",.254,.2826,13,1957,2.336661,.828,0,3.476151,0,4,0,0,"not nyt p1 story when decision came down","No","8C",0,0
"352/0370","077/0415","001/0404",1956,"warren","economic activity","REED",.254,.2987,6,1957,-.152566,.828,0,3.476151,0,3,1,0,"not nyt p1 story when decision came down","No","IL",0,0
"352/0380","077/0524","001/0412",1956,"warren","first amendment","FRK",.254,.6599,1,1957,-.152566,.874,1,3.476151,1,0,0,4,"p1 nyt story when case decided","Yes","MI",1,0
"352/0385","077/0431","001/0415",1956,"warren","criminal procedure","BURT",.254,1.2086,11,1957,-.533749,1.242,0,3.476151,0,4,0,0,"not nyt p1 story when decision came down","No","8C",0,0
